Plan_ID,Gender,Age_Group,BMI_Category,Fitness_Goal,Activity_Level,Dietary_Preference,Medical_Conditions,Allergies_Intolerances,Exercise_Schedule,Meal_Plan,Nutritional_Facts,Est_Calories_Burned,Semantic_Description
PLAN_171,Male,26-35,Overweight,Endurance/Stamina,Intermediate,Halal,,Shellfish Allergy,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Oatmeal with fruit. Lunch: Lamb and vegetable soup with bread. Dinner: Grilled fish with couscous. Snacks: Orange slices.,"{Calories: 2100 kcal, Protein: 157g, Carbs: 236g, Fats: 58g}",2842,"PLAN_171: A halal endurance/stamina plan for a 26-35 year old male with overweight BMI, managing shellfish allergy. Intermediate level exercise with 2100 kcal daily target."
PLAN_172,Female,18-25,Overweight,Muscle Gain,Beginner,Any,,,Monday: Walking 25 mins. Tuesday: Light stretching 20 mins. Wednesday: Rest. Thursday: Beginner bodyweight 25 mins. Friday: Walking 30 mins. Saturday: Yoga 20 mins. Sunday: Rest.,Breakfast: Pancakes with eggs and fruit. Lunch: Turkey wrap with avocado. Dinner: Beef stir fry with rice. Snacks: Greek yogurt and nuts.,"{Calories: 2100 kcal, Protein: 157g, Carbs: 236g, Fats: 58g}",1651,PLAN_172: A any muscle gain plan for a 18-25 year old female with overweight BMI. Beginner level exercise with 2100 kcal daily target.
PLAN_173,Female,26-35,Obese,Endurance/Stamina,Intermediate,Any,Asthma,Gluten Intolerance,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Gluten-free oats with banana. Lunch: Chicken and rice bowl. Dinner: Grilled fish with quinoa. Snacks: Almonds and berries.,"{Calories: 1800 kcal, Protein: 135g, Carbs: 202g, Fats: 50g}",2949,"PLAN_173: A any endurance/stamina plan for a 26-35 year old female with obese BMI and asthma, managing gluten intolerance. Intermediate level exercise with 1800 kcal daily target."
PLAN_174,Any,26-35,Normal,Weight Loss,Intermediate,Keto,Asthma,Shellfish Allergy,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Smoked salmon with cream cheese. Lunch: Tuna salad with mayo. Dinner: Lamb chops with roasted vegetables. Snacks: Macadamia nuts.,"{Calories: 1900 kcal, Protein: 142g, Carbs: 71g, Fats: 116g}",2502,"PLAN_174: A keto weight loss plan for a 26-35 year old any with normal BMI and asthma, managing shellfish allergy. Intermediate level exercise with 1900 kcal daily target."
PLAN_175,Female,26-35,Underweight,Endurance/Stamina,Intermediate,Any,Heart Disease,,Monday: Slow walking 20 mins. Tuesday: Chair yoga 20 mins. Wednesday: Rest. Thursday: Water aerobics 25 mins. Friday: Walking 25 mins. Saturday: Gentle stretching 15 mins. Sunday: Rest.,Breakfast: Protein oats with eggs and fruit. Lunch: Chicken pasta with vegetables. Dinner: Steak with sweet potatoes and salad. Snacks: Protein shake and banana.,"{Calories: 2900 kcal, Protein: 217g, Carbs: 326g, Fats: 80g}",2200,PLAN_175: A any endurance/stamina plan for a 26-35 year old female with underweight BMI and heart disease. Intermediate level exercise with 2900 kcal daily target.
PLAN_176,Male,50+,Obese,Endurance/Stamina,Intermediate,Halal,Thyroid Disorder,,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Oatmeal with fruit. Lunch: Lamb and vegetable soup with bread. Dinner: Grilled fish with couscous. Snacks: Orange slices.,"{Calories: 1600 kcal, Protein: 120g, Carbs: 180g, Fats: 44g}",2752,PLAN_176: A halal endurance/stamina plan for a 50+ year old male with obese BMI and thyroid disorder. Intermediate level exercise with 1600 kcal daily target.
PLAN_177,Any,36-50,Overweight,Weight Loss,Intermediate,Vegan,,,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Avocado toast with tomatoes. Lunch: Chickpea salad wrap. Dinner: Tempeh and roasted vegetable bowl. Snacks: Edamame and fruit.,"{Calories: 1400 kcal, Protein: 105g, Carbs: 157g, Fats: 39g}",2368,PLAN_177: A vegan weight loss plan for a 36-50 year old any with overweight BMI. Intermediate level exercise with 1400 kcal daily target.
PLAN_178,Any,26-35,Underweight,Weight Loss,Beginner,Vegan,Hypertension,,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Soy yogurt with granola and berries. Lunch: Tofu and vegetable stir fry with brown rice. Dinner: Lentil soup with crusty bread. Snacks: Hummus with carrot sticks.,"{Calories: 2100 kcal, Protein: 157g, Carbs: 236g, Fats: 58g}",1502,PLAN_178: A vegan weight loss plan for a 26-35 year old any with underweight BMI and hypertension. Beginner level exercise with 2100 kcal daily target.
PLAN_179,Any,18-25,Normal,Endurance/Stamina,Advanced,Vegan,Hypertension,,Monday: Long run 75 mins. Tuesday: HIIT cycling 35 mins. Wednesday: Swim intervals 55 mins. Thursday: Yoga 30 mins. Friday: Tempo run 50 mins. Saturday: Trail run 100 mins. Sunday: Rest.,Breakfast: Peanut butter oat smoothie with banana. Lunch: Tempeh rice bowl with avocado. Dinner: Lentil pasta with tomato sauce. Snacks: Trail mix and soy yogurt.,"{Calories: 2900 kcal, Protein: 217g, Carbs: 326g, Fats: 80g}",4179,PLAN_179: A vegan endurance/stamina plan for a 18-25 year old any with normal BMI and hypertension. Advanced level exercise with 2900 kcal daily target.
PLAN_180,Male,26-35,Underweight,Maintenance,Intermediate,Halal,Hypertension,Soy Allergy,Monday: Swimming 40 mins. Tuesday: Strength training 35 mins. Wednesday: Rest. Thursday: Jogging 30 mins. Friday: Pilates 30 mins. Saturday: Hiking 60 mins. Sunday: Stretching.,Breakfast: Eggs with cucumber and tomatoes. Lunch: Poached chicken salad. Dinner: Grilled lamb with zucchini. Snacks: Pear and herbal tea.,"{Calories: 2600 kcal, Protein: 195g, Carbs: 292g, Fats: 72g}",2972,"PLAN_180: A halal maintenance plan for a 26-35 year old male with underweight BMI and hypertension, managing soy allergy. Intermediate level exercise with 2600 kcal daily target."
PLAN_181,Male,36-50,Underweight,Weight Loss,Advanced,Keto,Asthma,,Monday: Brisk walk 40 mins. Tuesday: Resistance bands 30 mins. Wednesday: Yoga 25 mins. Thursday: Cycling 35 mins. Friday: Jogging 30 mins. Saturday: Swimming 35 mins. Sunday: Rest.,Breakfast: Eggs with bacon and avocado. Lunch: Grilled chicken thighs with salad. Dinner: Beef stir fry with vegetables. Snacks: Cheese and olives.,"{Calories: 2500 kcal, Protein: 187g, Carbs: 93g, Fats: 153g}",4270,PLAN_181: A keto weight loss plan for a 36-50 year old male with underweight BMI and asthma. Advanced level exercise with 2500 kcal daily target.
PLAN_182,Any,26-35,Underweight,Muscle Gain,Advanced,Halal,,Nut Allergy,Monday: Heavy compound lifts 65 mins. Tuesday: Sprint intervals 25 mins. Wednesday: Upper body hypertrophy 60 mins. Thursday: Rest. Friday: Lower body power 65 mins. Saturday: Athletic drills 45 mins. Sunday: Recovery yoga.,Breakfast: Oats with dates and milk. Lunch: Grilled lamb with rice and salad. Dinner: Chicken curry with naan. Snacks: Banana smoothie and nuts.,"{Calories: 3300 kcal, Protein: 247g, Carbs: 371g, Fats: 92g}",4104,"PLAN_182: A halal muscle gain plan for a 26-35 year old any with underweight BMI, managing nut allergy. Advanced level exercise with 3300 kcal daily target."
PLAN_183,Female,36-50,Obese,Maintenance,Beginner,Halal,Heart Disease,Shellfish Allergy,Monday: Slow walking 20 mins. Tuesday: Chair yoga 20 mins. Wednesday: Rest. Thursday: Water aerobics 25 mins. Friday: Walking 25 mins. Saturday: Gentle stretching 15 mins. Sunday: Rest.,Breakfast: Eggs with cucumber and tomatoes. Lunch: Poached chicken salad. Dinner: Grilled lamb with zucchini. Snacks: Pear and herbal tea.,"{Calories: 1300 kcal, Protein: 97g, Carbs: 146g, Fats: 36g}",1749,"PLAN_183: A halal maintenance plan for a 36-50 year old female with obese BMI and heart disease, managing shellfish allergy. Beginner level exercise with 1300 kcal daily target."
PLAN_184,Female,36-50,Normal,Endurance/Stamina,Intermediate,Vegan,,Gluten Intolerance,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Chia seed pudding with coconut milk. Lunch: Quinoa chickpea salad. Dinner: Vegetable curry with brown rice. Snacks: Mixed nuts and fruit.,"{Calories: 2400 kcal, Protein: 180g, Carbs: 270g, Fats: 66g}",2577,"PLAN_184: A vegan endurance/stamina plan for a 36-50 year old female with normal BMI, managing gluten intolerance. Intermediate level exercise with 2400 kcal daily target."
PLAN_185,Female,50+,Underweight,Muscle Gain,Beginner,Keto,,,Monday: Light walking 20 mins. Tuesday: Gentle yoga 20 mins. Wednesday: Rest. Thursday: Resistance bands 20 mins. Friday: Walking 25 mins. Saturday: Stretching 20 mins. Sunday: Rest.,Breakfast: Eggs with bacon and avocado. Lunch: Grilled chicken thighs with salad. Dinner: Beef stir fry with vegetables. Snacks: Cheese and olives.,"{Calories: 2600 kcal, Protein: 195g, Carbs: 97g, Fats: 159g}",1853,PLAN_185: A keto muscle gain plan for a 50+ year old female with underweight BMI. Beginner level exercise with 2600 kcal daily target.
PLAN_186,Female,36-50,Overweight,Weight Loss,Intermediate,Any,Asthma,,Monday: Jogging 35 mins. Tuesday: Resistance training 30 mins. Wednesday: Rest. Thursday: Cycling 40 mins. Friday: HIIT 20 mins. Saturday: Swimming 40 mins. Sunday: Stretching.,Breakfast: Eggs and toast with fruit. Lunch: Turkey sandwich with salad. Dinner: Beef stir fry with rice. Snacks: Protein bar and banana.,"{Calories: 1400 kcal, Protein: 105g, Carbs: 157g, Fats: 39g}",2891,PLAN_186: A any weight loss plan for a 36-50 year old female with overweight BMI and asthma. Intermediate level exercise with 1400 kcal daily target.
PLAN_187,Any,18-25,Normal,Maintenance,Advanced,Keto,,Shellfish Allergy,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Eggs with bacon and avocado. Lunch: Grilled chicken thighs with salad. Dinner: Beef stir fry with vegetables. Snacks: Cheese and olives.,"{Calories: 2600 kcal, Protein: 195g, Carbs: 97g, Fats: 159g}",3725,"PLAN_187: A keto maintenance plan for a 18-25 year old any with normal BMI, managing shellfish allergy. Advanced level exercise with 2600 kcal daily target."
PLAN_188,Male,50+,Normal,Maintenance,Intermediate,Halal,Diabetes,Lactose Intolerance,Monday: Swimming 40 mins. Tuesday: Strength training 35 mins. Wednesday: Rest. Thursday: Jogging 30 mins. Friday: Pilates 30 mins. Saturday: Hiking 60 mins. Sunday: Stretching.,Breakfast: Oatmeal with fruit. Lunch: Lamb and vegetable soup with bread. Dinner: Grilled fish with couscous. Snacks: Orange slices.,"{Calories: 2000 kcal, Protein: 150g, Carbs: 225g, Fats: 55g}",2863,"PLAN_188: A halal maintenance plan for a 50+ year old male with normal BMI and diabetes, managing lactose intolerance. Intermediate level exercise with 2000 kcal daily target."
PLAN_189,Female,26-35,Obese,Maintenance,Advanced,Any,,Shellfish Allergy,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Eggs and toast with fruit. Lunch: Turkey sandwich with salad. Dinner: Beef stir fry with rice. Snacks: Protein bar and banana.,"{Calories: 1800 kcal, Protein: 135g, Carbs: 202g, Fats: 50g}",4417,"PLAN_189: A any maintenance plan for a 26-35 year old female with obese BMI, managing shellfish allergy. Advanced level exercise with 1800 kcal daily target."
PLAN_190,Male,36-50,Obese,Maintenance,Beginner,Keto,Thyroid Disorder,Soy Allergy,Monday: Walking 25 mins. Tuesday: Light stretching 20 mins. Wednesday: Rest. Thursday: Beginner bodyweight 25 mins. Friday: Walking 30 mins. Saturday: Yoga 20 mins. Sunday: Rest.,Breakfast: Eggs with bacon and avocado. Lunch: Grilled chicken thighs with salad. Dinner: Beef stir fry with vegetables. Snacks: Cheese and olives.,"{Calories: 1300 kcal, Protein: 97g, Carbs: 48g, Fats: 80g}",1319,"PLAN_190: A keto maintenance plan for a 36-50 year old male with obese BMI and thyroid disorder, managing soy allergy. Beginner level exercise with 1300 kcal daily target."
PLAN_191,Female,36-50,Normal,Maintenance,Intermediate,Any,Heart Disease,Lactose Intolerance,Monday: Walking 25 mins. Tuesday: Seated stretching 20 mins. Wednesday: Rest. Thursday: Light water exercises 20 mins. Friday: Walking 30 mins. Saturday: Tai chi 20 mins. Sunday: Rest.,Breakfast: Eggs and toast with fruit. Lunch: Turkey sandwich with salad. Dinner: Beef stir fry with rice. Snacks: Protein bar and banana.,"{Calories: 2100 kcal, Protein: 157g, Carbs: 236g, Fats: 58g}",2200,"PLAN_191: A any maintenance plan for a 36-50 year old female with normal BMI and heart disease, managing lactose intolerance. Intermediate level exercise with 2100 kcal daily target."
PLAN_192,Female,26-35,Underweight,Muscle Gain,Beginner,Halal,Heart Disease,Soy Allergy,Monday: Slow walking 20 mins. Tuesday: Chair yoga 20 mins. Wednesday: Rest. Thursday: Water aerobics 25 mins. Friday: Walking 25 mins. Saturday: Gentle stretching 15 mins. Sunday: Rest.,Breakfast: Oatmeal with banana (no salt). Lunch: Grilled chicken with steamed vegetables. Dinner: Fish soup with brown rice (reduced sodium). Snacks: Fresh fruit.,"{Calories: 2800 kcal, Protein: 210g, Carbs: 315g, Fats: 77g}",1318,"PLAN_192: A halal muscle gain plan for a 26-35 year old female with underweight BMI and heart disease, managing soy allergy. Beginner level exercise with 2800 kcal daily target."
PLAN_193,Female,18-25,Underweight,Weight Loss,Beginner,Any,Diabetes,Lactose Intolerance,Monday: Jogging 35 mins. Tuesday: Resistance training 30 mins. Wednesday: Rest. Thursday: Cycling 40 mins. Friday: HIIT 20 mins. Saturday: Swimming 40 mins. Sunday: Stretching.,Breakfast: Oatmeal with berries (dairy-free). Lunch: Tuna salad wrap. Dinner: Grilled fish with roasted vegetables. Snacks: Apple slices.,"{Calories: 2200 kcal, Protein: 165g, Carbs: 247g, Fats: 61g}",1750,"PLAN_193: A any weight loss plan for a 18-25 year old female with underweight BMI and diabetes, managing lactose intolerance. Beginner level exercise with 2200 kcal daily target."
PLAN_194,Any,36-50,Obese,Muscle Gain,Beginner,Any,Asthma,,Monday: Light walking 20 mins. Tuesday: Gentle yoga 20 mins. Wednesday: Rest. Thursday: Resistance bands 20 mins. Friday: Walking 25 mins. Saturday: Stretching 20 mins. Sunday: Rest.,Breakfast: Pancakes with eggs and fruit. Lunch: Turkey wrap with avocado. Dinner: Beef stir fry with rice. Snacks: Greek yogurt and nuts.,"{Calories: 1600 kcal, Protein: 120g, Carbs: 180g, Fats: 44g}",1664,PLAN_194: A any muscle gain plan for a 36-50 year old any with obese BMI and asthma. Beginner level exercise with 1600 kcal daily target.
PLAN_195,Any,18-25,Overweight,Muscle Gain,Intermediate,Vegan,Asthma,Nut Allergy,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Tofu scramble with oats and fruit. Lunch: Chickpea and rice bowl with tahini. Dinner: Tempeh stir fry with quinoa. Snacks: Protein smoothie and dates.,"{Calories: 2300 kcal, Protein: 172g, Carbs: 258g, Fats: 64g}",2801,"PLAN_195: A vegan muscle gain plan for a 18-25 year old any with overweight BMI and asthma, managing nut allergy. Intermediate level exercise with 2300 kcal daily target."
PLAN_196,Any,36-50,Overweight,Endurance/Stamina,Intermediate,Keto,Heart Disease,,Monday: Slow walking 20 mins. Tuesday: Chair yoga 20 mins. Wednesday: Rest. Thursday: Water aerobics 25 mins. Friday: Walking 25 mins. Saturday: Gentle stretching 15 mins. Sunday: Rest.,Breakfast: Egg white omelet with vegetables. Lunch: Poached salmon with salad. Dinner: Roasted chicken with zucchini. Snacks: Plain cheese cubes.,"{Calories: 2000 kcal, Protein: 150g, Carbs: 75g, Fats: 122g}",2200,PLAN_196: A keto endurance/stamina plan for a 36-50 year old any with overweight BMI and heart disease. Intermediate level exercise with 2000 kcal daily target.
PLAN_197,Male,18-25,Obese,Maintenance,Advanced,Vegan,,Gluten Intolerance,Monday: Strength training 45 mins. Tuesday: Cardio 35 mins. Wednesday: Rest. Thursday: Resistance training 40 mins. Friday: Yoga 30 mins. Saturday: Outdoor activity 50 mins. Sunday: Stretching.,Breakfast: Chia seed pudding with coconut milk. Lunch: Quinoa chickpea salad. Dinner: Vegetable curry with brown rice. Snacks: Mixed nuts and fruit.,"{Calories: 1900 kcal, Protein: 142g, Carbs: 213g, Fats: 53g}",4330,"PLAN_197: A vegan maintenance plan for a 18-25 year old male with obese BMI, managing gluten intolerance. Advanced level exercise with 1900 kcal daily target."
PLAN_198,Male,26-35,Underweight,Endurance/Stamina,Advanced,Any,Arthritis,Gluten Intolerance,Monday: Marathon pace run 80 mins. Tuesday: Circuit training 40 mins. Wednesday: Cycling 60 mins. Thursday: Swimming 45 mins. Friday: Sprint drills 30 mins. Saturday: Long-distance cycling 90 mins. Sunday: Mobility work.,Breakfast: Gluten-free oats with banana. Lunch: Chicken and rice bowl. Dinner: Grilled fish with quinoa. Snacks: Almonds and berries.,"{Calories: 3200 kcal, Protein: 240g, Carbs: 360g, Fats: 88g}",2200,"PLAN_198: A any endurance/stamina plan for a 26-35 year old male with underweight BMI and arthritis, managing gluten intolerance. Advanced level exercise with 3200 kcal daily target."
PLAN_199,Female,36-50,Obese,Weight Loss,Advanced,Any,Arthritis,Soy Allergy,Monday: Walking 30 mins. Tuesday: Chair yoga 20 mins. Wednesday: Rest. Thursday: Water aerobics 30 mins. Friday: Walking 35 mins. Saturday: Light resistance bands 20 mins. Sunday: Rest.,Breakfast: Oats with berries and yogurt. Lunch: Chicken wrap with salad. Dinner: Grilled fish with quinoa. Snacks: Yogurt and fruit.,"{Calories: 1400 kcal, Protein: 105g, Carbs: 157g, Fats: 39g}",2200,"PLAN_199: A any weight loss plan for a 36-50 year old female with obese BMI and arthritis, managing soy allergy. Advanced level exercise with 1400 kcal daily target."
PLAN_200,Female,50+,Overweight,Maintenance,Beginner,Halal,Heart Disease,Gluten Intolerance,Monday: Slow walking 20 mins. Tuesday: Chair yoga 20 mins. Wednesday: Rest. Thursday: Water aerobics 25 mins. Friday: Walking 25 mins. Saturday: Gentle stretching 15 mins. Sunday: Rest.,Breakfast: Eggs with gluten-free toast and tomatoes. Lunch: Rice bowl with halal beef and vegetables. Dinner: Grilled fish with brown rice. Snacks: Dates and almonds.,"{Calories: 1400 kcal, Protein: 105g, Carbs: 157g, Fats: 39g}",1571,"PLAN_200: A halal maintenance plan for a 50+ year old female with overweight BMI and heart disease, managing gluten intolerance. Beginner level exercise with 1400 kcal daily target."
